step,epoch,step_in_epoch,probe/is_eval,sys/effective_batch_size,sys/device_batch_size,train/loss,sys/time_per_step_ms,sys/peak_memory_mb,val/acc,val/loss,train/acc,train/loss_eval,gap/train_minus_val
265,4,31.0,0.0,32.0,32.0,0.1891155242919922,83.72993901139125,4303.3583984375,,,,,
266,4,32.0,0.0,32.0,32.0,0.4902763366699219,84.74008299526758,4303.3583984375,,,,,
267,4,33.0,0.0,32.0,32.0,0.5071754455566406,84.33842900558375,4303.3583984375,,,,,
268,4,34.0,0.0,32.0,32.0,0.4359340667724609,85.34078800585121,4303.3583984375,,,,,
269,4,35.0,0.0,32.0,32.0,0.5562992095947266,84.32809700025246,4303.3583984375,,,,,
270,4,36.0,0.0,32.0,32.0,0.3558712005615234,85.99380700616166,4303.3583984375,,,,,
271,4,37.0,0.0,32.0,32.0,0.2453842163085937,84.43773200269789,4303.3583984375,,,,,
272,4,38.0,0.0,32.0,32.0,0.3988189697265625,82.95574600924738,4303.3583984375,,,,,
273,4,39.0,0.0,32.0,32.0,0.2940139770507812,83.76766100991517,4303.3583984375,,,,,
274,4,40.0,0.0,32.0,32.0,0.2365379333496093,83.60681697377004,4303.3583984375,,,,,
275,4,41.0,0.0,32.0,32.0,0.2905693054199219,86.51624800404534,4303.3583984375,,,,,
276,4,42.0,0.0,32.0,32.0,0.3423385620117187,85.25079398532398,4303.3583984375,,,,,
277,4,43.0,0.0,32.0,32.0,0.35650634765625,84.43652500864118,4303.3583984375,,,,,
278,4,44.0,0.0,32.0,32.0,0.2429351806640625,83.14856002107263,4303.3583984375,,,,,
279,4,45.0,0.0,32.0,32.0,0.4063968658447265,85.5770019988995,4303.3583984375,,,,,
280,4,46.0,0.0,32.0,32.0,0.7103843688964844,84.49393798946403,4303.3583984375,,,,,
281,4,47.0,0.0,32.0,32.0,0.3430366516113281,83.77022002241574,4303.3583984375,,,,,
282,4,48.0,0.0,32.0,32.0,0.4802780151367187,85.54652199381962,4303.3583984375,,,,,
283,4,49.0,0.0,32.0,32.0,0.369293212890625,85.62247300869785,4303.3583984375,,,,,
284,4,50.0,0.0,32.0,32.0,0.2515640258789062,82.52788099343888,4303.3583984375,,,,,
285,4,51.0,0.0,32.0,32.0,0.3798484802246094,82.99848201568238,4303.3583984375,,,,,
286,4,52.0,0.0,32.0,32.0,0.33367919921875,84.7084000124596,4303.3583984375,,,,,
287,4,53.0,0.0,32.0,32.0,0.3895492553710937,85.8508060046006,4303.3583984375,,,,,
288,4,54.0,0.0,32.0,32.0,0.3872909545898437,85.12452599825338,4303.3583984375,,,,,
289,4,55.0,0.0,32.0,32.0,0.2513504028320312,83.75525701558217,4303.3583984375,,,,,
290,4,56.0,0.0,32.0,32.0,0.4071540832519531,83.7092820147518,4303.3583984375,,,,,
291,4,57.0,0.0,32.0,32.0,0.3616981506347656,85.92204199521802,4303.3583984375,,,,,
292,4,58.0,0.0,32.0,32.0,0.3286552429199219,84.5610249962192,4303.3583984375,,,,,
293,4,59.0,0.0,32.0,32.0,0.3177680969238281,83.63328399718739,4303.3583984375,,,,,
294,4,60.0,0.0,32.0,32.0,0.2489128112792968,84.90898201125674,4303.3583984375,,,,,
295,4,61.0,0.0,32.0,32.0,0.4470863342285156,86.6151680238545,4303.3583984375,,,,,
296,4,62.0,0.0,32.0,32.0,0.5172309875488281,83.49372900556773,4303.3583984375,,,,,
297,4,63.0,0.0,32.0,32.0,0.3248958587646484,83.79718402284198,4281.13037109375,,,,,
298,4,64.0,0.0,32.0,32.0,0.2809257507324219,84.84086699900217,4303.3583984375,,,,,
299,4,65.0,0.0,32.0,32.0,0.3788909912109375,85.88349801721051,4303.3583984375,,,,,
300,4,66.0,0.0,32.0,32.0,0.371734619140625,82.97259898972698,4303.3583984375,,,,,
301,4,67.0,0.0,32.0,32.0,0.3329010009765625,85.06605599541217,4303.3583984375,,,,,
302,4,68.0,0.0,32.0,32.0,0.1782302856445312,85.7870870095212,4303.3583984375,,,,,
303,4,69.0,0.0,32.0,32.0,0.3333053588867187,85.5978470062837,4303.3583984375,,,,,
304,4,70.0,0.0,32.0,32.0,0.2733821868896484,83.83267497993074,4303.3583984375,,,,,
305,4,71.0,0.0,32.0,32.0,0.1500892639160156,84.47577498736791,4303.3583984375,,,,,
306,4,72.0,0.0,32.0,32.0,0.2240982055664062,85.33196698408574,4303.3583984375,,,,,
307,4,73.0,0.0,32.0,32.0,0.240203857421875,83.88861501589417,4303.3583984375,,,,,
308,4,74.0,0.0,32.0,32.0,0.1908378601074218,83.83328799391165,4303.3583984375,,,,,
309,4,75.0,0.0,32.0,32.0,0.3584861755371094,84.66571199824102,4303.3583984375,,,,,
310,4,76.0,0.0,32.0,32.0,0.1742782592773437,86.29354200093076,4303.3583984375,,,,,
311,4,77.0,0.0,32.0,32.0,0.5598068237304688,84.05898400815204,4303.3583984375,,,,,
312,4,78.0,0.0,26.0,26.0,0.4616370499134063,74.39839097787626,3852.2724609375,,,,,
312,4,,1.0,32.0,32.0,,74.39839097787626,3852.2724609375,0.7725631768953068,0.5847976803779602,0.9453815261044176,0.1491758335286226,0.1728183492091108
313,5,1.0,0.0,32.0,32.0,0.1706657409667968,72.29315498261712,4303.3583984375,,,,,
314,5,2.0,0.0,32.0,32.0,0.1236400604248046,83.2509599858895,4303.3583984375,,,,,
315,5,3.0,0.0,32.0,32.0,0.2965602874755859,85.1826650032308,4303.3583984375,,,,,
316,5,4.0,0.0,32.0,32.0,0.1605949401855468,83.89447900117375,4303.3583984375,,,,,
317,5,5.0,0.0,32.0,32.0,0.1560268402099609,85.09462999063544,4303.3583984375,,,,,
318,5,6.0,0.0,32.0,32.0,0.2430839538574218,85.21751500666142,4303.3583984375,,,,,
319,5,7.0,0.0,32.0,32.0,0.1595287322998047,85.09581201360561,4303.3583984375,,,,,
320,5,8.0,0.0,32.0,32.0,0.2165164947509765,83.60324200475588,4303.3583984375,,,,,
321,5,9.0,0.0,32.0,32.0,0.0811691284179687,84.44180502556264,4303.3583984375,,,,,
322,5,10.0,0.0,32.0,32.0,0.053741455078125,83.75761398929171,4303.3583984375,,,,,
323,5,11.0,0.0,32.0,32.0,0.1388702392578125,83.68104000692256,4303.3583984375,,,,,
324,5,12.0,0.0,32.0,32.0,0.243661880493164,86.52149300905876,4303.3583984375,,,,,
325,5,13.0,0.0,32.0,32.0,0.1822643280029297,84.79849298601039,4303.3583984375,,,,,
326,5,14.0,0.0,32.0,32.0,0.1878223419189453,82.88390000234358,4303.3583984375,,,,,
327,5,15.0,0.0,32.0,32.0,0.050704002380371,84.88533701165579,4303.3583984375,,,,,
328,5,16.0,0.0,32.0,32.0,0.1472082138061523,84.51517499634065,4303.3583984375,,,,,
329,5,17.0,0.0,32.0,32.0,0.3604049682617187,83.65365598001517,4303.3583984375,,,,,
330,5,18.0,0.0,32.0,32.0,0.3060894012451172,84.81127701816149,4303.3583984375,,,,,
331,5,19.0,0.0,32.0,32.0,0.1516628265380859,85.96375799970701,4303.3583984375,,,,,
332,5,20.0,0.0,32.0,32.0,0.2370548248291015,80.10353599092923,4303.3583984375,,,,,
333,5,21.0,0.0,32.0,32.0,0.2129716873168945,83.50118499947712,4303.3583984375,,,,,
334,5,22.0,0.0,32.0,32.0,0.2241039276123047,84.36271897517145,4303.3583984375,,,,,
335,5,23.0,0.0,32.0,32.0,0.3533802032470703,85.54753800854087,4303.3583984375,,,,,
336,5,24.0,0.0,32.0,32.0,0.2399549484252929,85.57658101199195,4303.3583984375,,,,,
337,5,25.0,0.0,32.0,32.0,0.1308984756469726,84.24157500849105,4303.3583984375,,,,,
338,5,26.0,0.0,32.0,32.0,0.0876808166503906,83.00173000316136,4303.3583984375,,,,,
339,5,27.0,0.0,32.0,32.0,0.0229854583740234,83.84127498720773,4260.0107421875,,,,,
340,5,28.0,0.0,32.0,32.0,0.2161073684692382,84.94953298941255,4303.3583984375,,,,,
341,5,29.0,0.0,32.0,32.0,0.2113561630249023,84.59671901073307,4303.3583984375,,,,,
342,5,30.0,0.0,32.0,32.0,0.0979938507080078,84.22178798355162,4303.3583984375,,,,,
343,5,31.0,0.0,32.0,32.0,0.1426973342895507,86.4912630058825,4303.3583984375,,,,,
344,5,32.0,0.0,32.0,32.0,0.0972537994384765,83.8731789845042,4303.3583984375,,,,,
345,5,33.0,0.0,32.0,32.0,0.2947931289672851,83.28710400382988,4303.3583984375,,,,,
346,5,34.0,0.0,32.0,32.0,0.0367994308471679,83.55051101534627,4303.3583984375,,,,,
347,5,35.0,0.0,32.0,32.0,0.1835651397705078,84.92614500573836,4303.3583984375,,,,,
348,5,36.0,0.0,32.0,32.0,0.2545099258422851,85.33226701547392,4303.3583984375,,,,,
349,5,37.0,0.0,32.0,32.0,0.2364435195922851,82.90843100985512,4303.3583984375,,,,,
350,5,38.0,0.0,32.0,32.0,0.42816162109375,81.99502399656922,4260.0107421875,,,,,
351,5,39.0,0.0,32.0,32.0,0.2481746673583984,84.34041400323622,4303.3583984375,,,,,
352,5,40.0,0.0,32.0,32.0,0.3339881896972656,85.31552398926578,4303.3583984375,,,,,
353,5,41.0,0.0,32.0,32.0,0.2169036865234375,85.24913701694459,4303.3583984375,,,,,
354,5,42.0,0.0,32.0,32.0,0.0233383178710937,84.3151600274723,4303.3583984375,,,,,
355,5,43.0,0.0,32.0,32.0,0.2103691101074218,85.21106600528583,4303.3583984375,,,,,
356,5,44.0,0.0,32.0,32.0,0.3813161849975586,82.58855101303197,4303.3583984375,,,,,
357,5,45.0,0.0,32.0,32.0,0.1121382713317871,85.35062801092863,4303.3583984375,,,,,
358,5,46.0,0.0,32.0,32.0,0.3437080383300781,84.45407898398116,4303.3583984375,,,,,
359,5,47.0,0.0,32.0,32.0,0.2930812835693359,84.13808600744233,4303.3583984375,,,,,
360,5,48.0,0.0,32.0,32.0,0.1712970733642578,84.93679200182669,4303.3583984375,,,,,
361,5,49.0,0.0,32.0,32.0,0.2476816177368164,85.2300840197131,4303.3583984375,,,,,
362,5,50.0,0.0,32.0,32.0,0.3945541381835937,82.07742200465873,4303.3583984375,,,,,
363,5,51.0,0.0,32.0,32.0,0.1113324165344238,83.85378701495938,4303.3583984375,,,,,
364,5,52.0,0.0,32.0,32.0,0.1907014846801757,85.70117098861374,4303.3583984375,,,,,
365,5,53.0,0.0,32.0,32.0,0.4489717483520508,85.72542600450106,4303.3583984375,,,,,
366,5,54.0,0.0,32.0,32.0,0.4438209533691406,83.97374700871296,4303.3583984375,,,,,
367,5,55.0,0.0,32.0,32.0,0.3988332748413086,84.1944389976561,4303.3583984375,,,,,
368,5,56.0,0.0,32.0,32.0,0.2199029922485351,82.99561601597816,4303.3583984375,,,,,
369,5,57.0,0.0,32.0,32.0,0.0328969955444335,85.27831800165586,4303.3583984375,,,,,
370,5,58.0,0.0,32.0,32.0,0.1926584243774414,84.32920501218177,4303.3583984375,,,,,
371,5,59.0,0.0,32.0,32.0,0.0803174972534179,84.3138869968243,4303.3583984375,,,,,
372,5,60.0,0.0,32.0,32.0,0.0394859313964843,85.44322798843496,4303.3583984375,,,,,
373,5,61.0,0.0,32.0,32.0,0.1619396209716797,85.37974100909196,4303.3583984375,,,,,
374,5,62.0,0.0,32.0,32.0,0.2527112960815429,82.88286000606604,4303.3583984375,,,,,
375,5,63.0,0.0,32.0,32.0,0.3073816299438476,83.86395100387745,4303.3583984375,,,,,
376,5,64.0,0.0,32.0,32.0,0.3199868202209472,84.91539399255998,4303.3583984375,,,,,
377,5,65.0,0.0,32.0,32.0,0.1983928680419922,86.913242994342,4303.3583984375,,,,,
378,5,66.0,0.0,32.0,32.0,0.2390413284301757,85.05527101806365,4303.3583984375,,,,,
379,5,67.0,0.0,32.0,32.0,0.3250627517700195,83.11242901254445,4303.3583984375,,,,,
380,5,68.0,0.0,32.0,32.0,0.1807999610900879,83.28171898028813,4303.3583984375,,,,,
381,5,69.0,0.0,32.0,32.0,0.014963150024414,85.20759400562383,4303.3583984375,,,,,
382,5,70.0,0.0,32.0,32.0,0.1626319885253906,83.07547599542886,4303.3583984375,,,,,
383,5,71.0,0.0,32.0,32.0,0.3125443458557129,84.376037993934,4303.3583984375,,,,,
384,5,72.0,0.0,32.0,32.0,0.295438289642334,87.01882700552233,4303.3583984375,,,,,
385,5,73.0,0.0,32.0,32.0,0.3267769813537597,84.5974620024208,4303.3583984375,,,,,
386,5,74.0,0.0,32.0,32.0,0.1558976173400879,82.58588201715611,4303.3583984375,,,,,
387,5,75.0,0.0,32.0,32.0,0.1801137924194336,83.89036500011571,4303.3583984375,,,,,
388,5,76.0,0.0,32.0,32.0,0.0634851455688476,86.84611099306494,4303.3583984375,,,,,
389,5,77.0,0.0,32.0,32.0,0.126866340637207,84.25104501657188,4303.3583984375,,,,,
390,5,78.0,0.0,26.0,26.0,0.2883418202400207,74.22221900196746,3852.2724609375,,,,,
390,5,,1.0,32.0,32.0,,74.22221900196746,3852.2724609375,0.7833935018050542,0.7325324151251051,0.9755020080321284,0.0783503021065814,0.1921085062270743
391,6,1.0,0.0,32.0,32.0,0.1440773010253906,72.20649599912576,4303.3583984375,,,,,
392,6,2.0,0.0,32.0,32.0,0.0253238677978515,84.04213399626315,4303.3583984375,,,,,
393,6,3.0,0.0,32.0,32.0,0.0294852256774902,85.06638300605118,4303.3583984375,,,,,
394,6,4.0,0.0,32.0,32.0,0.0930876731872558,85.57984698563814,4303.3583984375,,,,,
395,6,5.0,0.0,32.0,32.0,0.0230402946472167,85.22198599530384,4303.3583984375,,,,,
396,6,6.0,0.0,32.0,32.0,0.1176233291625976,84.46276499307714,4303.3583984375,,,,,
397,6,7.0,0.0,32.0,32.0,0.0187163352966308,84.75510400603525,4303.3583984375,,,,,
398,6,8.0,0.0,32.0,32.0,0.0577940940856933,82.75022200541571,4303.3583984375,,,,,
399,6,9.0,0.0,32.0,32.0,0.1627883911132812,85.17266999115236,4303.3583984375,,,,,
400,6,10.0,0.0,32.0,32.0,0.0404558181762695,83.62253900850192,4303.3583984375,,,,,
401,6,11.0,0.0,32.0,32.0,0.1498465538024902,84.7470790031366,4303.3583984375,,,,,
402,6,12.0,0.0,32.0,32.0,0.021834373474121,84.94128999882378,4303.3583984375,,,,,
403,6,13.0,0.0,32.0,32.0,0.1546850204467773,84.74296200438403,4303.3583984375,,,,,
404,6,14.0,0.0,32.0,32.0,0.1701240539550781,82.97918702010065,4303.3583984375,,,,,
405,6,15.0,0.0,32.0,32.0,0.0181508064270019,84.58472799975425,4303.3583984375,,,,,
406,6,16.0,0.0,32.0,32.0,0.0665054321289062,86.05868800077587,4303.3583984375,,,,,
407,6,17.0,0.0,32.0,32.0,0.0588560104370117,85.43952499167062,4303.3583984375,,,,,
408,6,18.0,0.0,32.0,32.0,0.2065701484680175,83.70816500973888,4303.3583984375,,,,,
409,6,19.0,0.0,32.0,32.0,0.1036210060119628,83.65831398987211,4303.3583984375,,,,,
410,6,20.0,0.0,32.0,32.0,0.192657470703125,78.98320999811403,4303.3583984375,,,,,
411,6,21.0,0.0,32.0,32.0,0.1636066436767578,85.09443700313568,4303.3583984375,,,,,
412,6,22.0,0.0,32.0,32.0,0.1719121932983398,84.75737800472416,4303.3583984375,,,,,
413,6,23.0,0.0,32.0,32.0,0.0162324905395507,84.02851998107508,4303.3583984375,,,,,
414,6,24.0,0.0,32.0,32.0,0.0333442687988281,85.55047199479304,4303.3583984375,,,,,
415,6,25.0,0.0,32.0,32.0,0.3883919715881347,84.8972529929597,4303.3583984375,,,,,
416,6,26.0,0.0,32.0,32.0,0.0266175270080566,82.5680980051402,4303.3583984375,,,,,
417,6,27.0,0.0,32.0,32.0,0.1140453815460205,84.00551200611517,4303.3583984375,,,,,
418,6,28.0,0.0,32.0,32.0,0.1492624282836914,85.9393090067897,4303.3583984375,,,,,
419,6,29.0,0.0,32.0,32.0,0.166757583618164,86.95971901761368,4303.3583984375,,,,,
420,6,30.0,0.0,32.0,32.0,0.0650680065155029,82.821515010437,4303.3583984375,,,,,
421,6,31.0,0.0,32.0,32.0,0.2816488742828369,83.28506399993785,4303.3583984375,,,,,
422,6,32.0,0.0,32.0,32.0,0.1521098613739013,83.2483870035503,4303.3583984375,,,,,
423,6,33.0,0.0,32.0,32.0,0.0857136249542236,85.65886301221326,4303.3583984375,,,,,
424,6,34.0,0.0,32.0,32.0,0.0369071960449218,83.3696460176725,4303.3583984375,,,,,
425,6,35.0,0.0,32.0,32.0,0.2328634262084961,84.98741997755133,4303.3583984375,,,,,
426,6,36.0,0.0,32.0,32.0,0.0532782077789306,86.5132850012742,4303.3583984375,,,,,
427,6,37.0,0.0,32.0,32.0,0.2538976669311523,84.86713501042686,4303.3583984375,,,,,
428,6,38.0,0.0,32.0,32.0,0.0973329544067382,82.06306101055816,4303.3583984375,,,,,
429,6,39.0,0.0,32.0,32.0,0.0844066143035888,84.22632198198698,4303.3583984375,,,,,
430,6,40.0,0.0,32.0,32.0,0.0962624549865722,85.96601299359463,4303.3583984375,,,,,
431,6,41.0,0.0,32.0,32.0,0.048100471496582,83.44013898749836,4303.3583984375,,,,,
432,6,42.0,0.0,32.0,32.0,0.0119998455047607,85.29824402648956,4303.3583984375,,,,,
433,6,43.0,0.0,32.0,32.0,0.1123032569885253,83.88758500223048,4303.3583984375,,,,,
434,6,44.0,0.0,32.0,32.0,0.3628230094909668,83.51281797513366,4303.3583984375,,,,,
435,6,45.0,0.0,32.0,32.0,0.1598243713378906,84.6884990169201,4303.3583984375,,,,,
436,6,46.0,0.0,32.0,32.0,0.0775647163391113,83.96267399075441,4303.3583984375,,,,,
437,6,47.0,0.0,32.0,32.0,0.2391963005065918,84.92708901758306,4303.3583984375,,,,,
438,6,48.0,0.0,32.0,32.0,0.0818450450897216,84.7596249950584,4303.3583984375,,,,,
439,6,49.0,0.0,32.0,32.0,0.3893077373504638,85.89063497493044,4303.3583984375,,,,,
440,6,50.0,0.0,32.0,32.0,0.0762443542480468,83.22885099914856,4303.3583984375,,,,,
441,6,51.0,0.0,32.0,32.0,0.0803241729736328,83.82768800947815,4303.3583984375,,,,,
442,6,52.0,0.0,32.0,32.0,0.2806236743927002,84.43374198395759,4303.3583984375,,,,,
443,6,53.0,0.0,32.0,32.0,0.2076301574707031,85.48063400667161,4303.3583984375,,,,,
444,6,54.0,0.0,32.0,32.0,0.2616314888000488,84.1679830045905,4303.3583984375,,,,,
445,6,55.0,0.0,32.0,32.0,0.0211172103881835,83.93707501818426,4303.3583984375,,,,,
446,6,56.0,0.0,32.0,32.0,0.0574920177459716,82.4727349972818,4303.3583984375,,,,,
447,6,57.0,0.0,32.0,32.0,0.1357138156890869,85.14137999736704,4303.3583984375,,,,,
448,6,58.0,0.0,32.0,32.0,0.0241189002990722,85.63412097282708,4303.3583984375,,,,,
449,6,59.0,0.0,32.0,32.0,0.0832407474517822,83.36950399097987,4303.3583984375,,,,,
450,6,60.0,0.0,32.0,32.0,0.0887842178344726,84.49816799839027,4303.3583984375,,,,,
451,6,61.0,0.0,32.0,32.0,0.0518813133239746,85.5910409882199,4303.3583984375,,,,,
452,6,62.0,0.0,32.0,32.0,0.3873662948608398,84.72224799334072,4303.3583984375,,,,,
453,6,63.0,0.0,32.0,32.0,0.0556874275207519,82.72308399318717,4303.3583984375,,,,,
454,6,64.0,0.0,32.0,32.0,0.2238240242004394,83.9489359932486,4303.3583984375,,,,,
455,6,65.0,0.0,32.0,32.0,0.1057934761047363,85.43415702297352,4303.3583984375,,,,,
456,6,66.0,0.0,32.0,32.0,0.179948091506958,84.62224097456783,4303.3583984375,,,,,
457,6,67.0,0.0,32.0,32.0,0.0248012542724609,83.5740549955517,4303.3583984375,,,,,
458,6,68.0,0.0,32.0,32.0,0.0918493270874023,83.44428800046444,4303.3583984375,,,,,
459,6,69.0,0.0,32.0,32.0,0.039675235748291,87.66074100276455,4303.3583984375,,,,,
460,6,70.0,0.0,32.0,32.0,0.1466240882873535,84.75986300618388,4303.3583984375,,,,,
461,6,71.0,0.0,32.0,32.0,0.1211123466491699,83.7948270200286,4303.3583984375,,,,,
462,6,72.0,0.0,32.0,32.0,0.1674566268920898,89.1731419833377,4303.3583984375,,,,,
463,6,73.0,0.0,32.0,32.0,0.0772781372070312,83.13624301808886,4303.3583984375,,,,,
464,6,74.0,0.0,32.0,32.0,0.2566776275634765,81.09434499056078,4303.3583984375,,,,,
465,6,75.0,0.0,32.0,32.0,0.0892717838287353,84.89456298411824,4303.3583984375,,,,,
466,6,76.0,0.0,32.0,32.0,0.0592195987701416,85.79730600467883,4303.3583984375,,,,,
467,6,77.0,0.0,32.0,32.0,0.1434297561645507,85.0710149970837,4303.3583984375,,,,,
468,6,78.0,0.0,26.0,26.0,0.0575640760362148,73.60507801058702,3852.2724609375,,,,,
468,6,,1.0,32.0,32.0,,73.60507801058702,3852.2724609375,0.7436823104693141,1.1141461862458124,0.9783132530120482,0.0559631135696784,0.2346309425427341
469,7,1.0,0.0,32.0,32.0,0.1772043704986572,73.75226600561291,4303.3583984375,,,,,
470,7,2.0,0.0,32.0,32.0,0.0961511135101318,83.07989299646579,4303.3583984375,,,,,
471,7,3.0,0.0,32.0,32.0,0.011425495147705,84.61612998507917,4303.3583984375,,,,,
472,7,4.0,0.0,32.0,32.0,0.0885682106018066,84.57129198359326,4303.3583984375,,,,,
473,7,5.0,0.0,32.0,32.0,0.0284247398376464,83.61455099657178,4303.3583984375,,,,,
474,7,6.0,0.0,32.0,32.0,0.0380239486694335,85.82767500774935,4303.3583984375,,,,,
475,7,7.0,0.0,32.0,32.0,0.0242276191711425,84.77893899544142,4303.3583984375,,,,,
476,7,8.0,0.0,32.0,32.0,0.0107285976409912,83.14571197843179,4303.3583984375,,,,,
477,7,9.0,0.0,32.0,32.0,0.026991844177246,84.7020520013757,4303.3583984375,,,,,
478,7,10.0,0.0,32.0,32.0,0.0164308547973632,85.08205600082874,4303.3583984375,,,,,
479,7,11.0,0.0,32.0,32.0,0.1439020633697509,84.80477999546565,4303.3583984375,,,,,
480,7,12.0,0.0,32.0,32.0,0.007063865661621,84.047582000494,4303.3583984375,,,,,
481,7,13.0,0.0,32.0,32.0,0.2164137363433838,85.68320298218168,4303.3583984375,,,,,
482,7,14.0,0.0,32.0,32.0,0.0598647594451904,83.49549499689601,4303.3583984375,,,,,
483,7,15.0,0.0,32.0,32.0,0.0219166278839111,84.33847999549471,4303.3583984375,,,,,
484,7,16.0,0.0,32.0,32.0,0.1193866729736328,83.2402599917259,4303.3583984375,,,,,
485,7,17.0,0.0,32.0,32.0,0.0133993625640869,84.70963800209574,4303.3583984375,,,,,
486,7,18.0,0.0,32.0,32.0,0.0188896656036376,85.12835501460359,4303.3583984375,,,,,
487,7,19.0,0.0,32.0,32.0,0.3330957889556885,85.1297990011517,4303.3583984375,,,,,
488,7,20.0,0.0,32.0,32.0,0.0257282257080078,77.80289801303297,4303.3583984375,,,,,
489,7,21.0,0.0,32.0,32.0,0.1910202503204345,85.66938800504431,4303.3583984375,,,,,
490,7,22.0,0.0,32.0,32.0,0.0198557376861572,84.85796698369086,4303.3583984375,,,,,
491,7,23.0,0.0,32.0,32.0,0.0048494338989257,83.7667110026814,4303.3583984375,,,,,
492,7,24.0,0.0,32.0,32.0,0.0043456554412841,84.17360301245935,4303.3583984375,,,,,
493,7,25.0,0.0,32.0,32.0,0.0195698738098144,85.13734099688008,4303.3583984375,,,,,
494,7,26.0,0.0,32.0,32.0,0.1760704517364502,85.47628999804147,4303.3583984375,,,,,
495,7,27.0,0.0,32.0,32.0,0.1643798351287841,83.76037701964378,4303.3583984375,,,,,
496,7,28.0,0.0,32.0,32.0,0.0182230472564697,84.2191320261918,4303.3583984375,,,,,
497,7,29.0,0.0,32.0,32.0,0.2758872509002685,84.47888100636192,4303.3583984375,,,,,
498,7,30.0,0.0,32.0,32.0,0.2091197967529297,84.8943319870159,4303.3583984375,,,,,
499,7,31.0,0.0,32.0,32.0,0.0045976638793945,82.63438500580378,4303.3583984375,,,,,
500,7,32.0,0.0,32.0,32.0,0.004521369934082,83.1507520051673,4303.3583984375,,,,,
501,7,33.0,0.0,32.0,32.0,0.1963486671447754,86.88185398932546,4303.3583984375,,,,,
502,7,34.0,0.0,32.0,32.0,0.1032040119171142,84.66401899931952,4303.3583984375,,,,,
503,7,35.0,0.0,32.0,32.0,0.062598705291748,84.02191600180231,4303.3583984375,,,,,
504,7,36.0,0.0,32.0,32.0,0.0055644512176513,84.05392701388337,4303.3583984375,,,,,
505,7,37.0,0.0,32.0,32.0,0.3091304302215576,85.2153140003793,4303.3583984375,,,,,
506,7,38.0,0.0,32.0,32.0,0.1685028076171875,81.95359099772759,4303.3583984375,,,,,
507,7,39.0,0.0,32.0,32.0,0.3222699165344238,84.57253099186346,4303.3583984375,,,,,
508,7,40.0,0.0,32.0,32.0,0.1353847980499267,83.9398879907094,4303.3583984375,,,,,
509,7,41.0,0.0,32.0,32.0,0.0040955543518066,84.48702000896446,4303.3583984375,,,,,
510,7,42.0,0.0,32.0,32.0,0.1949539184570312,84.88683702307753,4303.3583984375,,,,,
511,7,43.0,0.0,32.0,32.0,0.1075265407562255,84.7371619893238,4303.3583984375,,,,,
512,7,44.0,0.0,32.0,32.0,0.0050978660583496,82.46526299626566,4303.3583984375,,,,,
513,7,45.0,0.0,32.0,32.0,0.145876407623291,83.94438400864601,4303.3583984375,,,,,
514,7,46.0,0.0,32.0,32.0,0.1477959156036377,86.1244429834187,4303.3583984375,,,,,
515,7,47.0,0.0,32.0,32.0,0.1661505699157714,84.97532302862965,4303.3583984375,,,,,
516,7,48.0,0.0,32.0,32.0,0.0684871673583984,84.66691698413342,4303.3583984375,,,,,
517,7,49.0,0.0,32.0,32.0,0.0351319313049316,83.94922502338886,4303.3583984375,,,,,
518,7,50.0,0.0,32.0,32.0,0.0808964967727661,83.73379000113346,4303.3583984375,,,,,
519,7,51.0,0.0,32.0,32.0,0.0608997344970703,84.40966499620117,4303.3583984375,,,,,
520,7,52.0,0.0,32.0,32.0,0.0059297084808349,83.47135499934666,4303.3583984375,,,,,
521,7,53.0,0.0,32.0,32.0,0.0092687606811523,84.6317520190496,4303.3583984375,,,,,
522,7,54.0,0.0,32.0,32.0,0.312584638595581,85.79333100351505,4303.3583984375,,,,,
523,7,55.0,0.0,32.0,32.0,0.0261709690093994,85.48793199588545,4303.3583984375,,,,,
524,7,56.0,0.0,32.0,32.0,0.0790536403656005,81.23050699941814,4303.3583984375,,,,,
525,7,57.0,0.0,32.0,32.0,0.0081326961517333,84.14260999416001,4303.3583984375,,,,,
526,7,58.0,0.0,32.0,32.0,0.0100905895233154,85.34861999214627,4303.3583984375,,,,,
527,7,59.0,0.0,32.0,32.0,0.037461519241333,86.34821901796386,4303.3583984375,,,,,
528,7,60.0,0.0,32.0,32.0,0.01450777053833,84.92799798841588,4303.3583984375,,,,,
529,7,61.0,0.0,32.0,32.0,0.0134918689727783,85.8014379919041,4303.3583984375,,,,,
530,7,62.0,0.0,32.0,32.0,0.3783209323883056,82.94742798898369,4303.3583984375,,,,,
531,7,63.0,0.0,32.0,32.0,0.0077037811279296,84.07390699721873,4303.3583984375,,,,,
532,7,64.0,0.0,32.0,32.0,0.0059781074523925,83.98068501264788,4303.3583984375,,,,,
533,7,65.0,0.0,32.0,32.0,0.0460901260375976,85.20066001801752,4303.3583984375,,,,,
534,7,66.0,0.0,32.0,32.0,0.2889256477355957,87.85579400137067,4303.3583984375,,,,,
535,7,67.0,0.0,32.0,32.0,0.0102977752685546,83.08416799991392,4303.3583984375,,,,,
536,7,68.0,0.0,32.0,32.0,0.0199205875396728,81.53725101146847,4303.3583984375,,,,,
537,7,69.0,0.0,32.0,32.0,0.1685068607330322,84.84187099384144,4303.3583984375,,,,,
