step,mean,std,var,n
1,0.14992063153052218,0.00034984319844018113,1.2239026349485594e-07,5
2,0.15004123162747177,0.00026490062378642625,7.017234048243773e-08,5
3,0.1500772395732179,0.00021677919402289774,4.699321896121715e-08,5
4,0.15036253818531545,0.0006911479162682471,4.776854421619398e-07,5
5,0.15020431886327934,0.0003249944225484181,1.0562137468757972e-07,5
6,0.1501218831518304,0.000426657907247007,1.8203696981639563e-07,5
7,0.14997205720243656,0.00031737103418546196,1.0072437333994966e-07,5
8,0.14965131245639016,0.0003089997032580608,9.548081661356962e-08,5
9,0.14996495730405626,0.00021294419358558928,4.5345229581816916e-08,5
10,0.15032761642496112,0.00024711008058419154,6.106339192632563e-08,5
11,0.15002274352628006,0.00013725657348160483,1.8839366963911187e-08,5
12,0.15017992560335586,0.0004666598067444596,2.1777137523077639e-07,5
13,0.14992303451682404,0.0002772950002746989,7.689251717734524e-08,5
14,0.15014950533916402,0.00043858611965469666,1.923577843537639e-07,5
15,0.15025288815359197,0.0004074992593325157,1.660556463565489e-07,5
16,0.1503880390865307,0.0009581473989135833,9.180464380448653e-07,5
17,0.15014172098241357,0.00037589323088318304,1.4129572102379794e-07,5
18,0.1502255681659556,0.00020603864546522066,4.2451923425142896e-08,5
19,0.15056865920772275,0.0003408584748786346,1.161844998965888e-07,5
20,0.15034832344272886,0.0002633767792243304,6.936732783458168e-08,5
21,0.15027838256135956,0.0004684016982699512,2.194001509421744e-07,5
22,0.1502449343159376,0.0008266521106549303,6.833537120502511e-07,5
23,0.15018549385052607,0.00041979596083562747,1.7622864873390768e-07,5
24,0.15003369472335,0.00020868289770090007,4.354855179284432e-08,5
25,0.15052552677404463,0.0001463553783029927,2.141989675821211e-08,5
26,0.15049775086105882,0.0005871495116896016,3.447445490773376e-07,5
27,0.1498616524672912,0.00025321462549654256,6.41176465653543e-08,5
28,0.149938449393306,0.0006002762155295942,3.6033153493053187e-07,5
29,0.149739366783934,0.00038215785987444855,1.4604462986381864e-07,5
30,0.15045468097703957,0.00020769175214675715,4.3135863909790005e-08,5
31,0.15077728974747073,0.0010256546446524894,1.051967450097224e-06,5
32,0.15013191126267095,0.00042808022165916916,1.8325267617576338e-07,5
33,0.15049453246984434,0.0006719823813691524,4.5156032087055696e-07,5
34,0.150621667745466,0.0004270453438221249,1.8236772568015686e-07,5
35,0.14987431681618368,0.0007520277785154855,5.655457796589361e-07,5
36,0.14959147236912376,0.0006172223444655079,3.8096342250749817e-07,5
37,0.15035395735092583,0.000654894232001904,4.288864551093636e-07,5
38,0.15004459189239516,0.0002277976555548278,5.1891771876275974e-08,5
39,0.14962152451643823,0.000431831738886643,1.8647865070986182e-07,5
40,0.15002678264447317,0.0006009881035732645,3.611867006365889e-07,5
41,0.15003708430719806,0.00044156660502276074,1.949810666713268e-07,5
42,0.1506862830930707,0.0010843275610953695,1.1757662597510325e-06,5
43,0.14950291330539503,0.001065346165206302,1.1349624517197734e-06,5
44,0.1514224495885898,0.001661276216520199,2.7598386675756673e-06,5
45,0.15059914867601948,0.0009013306059940439,8.123968613015904e-07,5
46,0.1508020146162548,0.0008366171405564957,6.999282398729273e-07,5
47,0.15070122815417636,0.00048158764406200036,2.3192665891318795e-07,5
48,0.1201569426622187,0.060079519384621895,0.003609548649487158,5
49,0.12002695123445366,0.06001581198231553,0.0036018976878966482,5
50,0.12015143843977319,0.06008178111365582,0.003609820421789249,5
51,0.12009876041427077,0.06005227137561015,0.0036062752973699264,5
52,0.11955413912058988,0.059780140326582965,0.0035736651774659505,5
53,0.11992230174548872,0.0599631110112382,0.0035955746821460756,5
54,0.08997594961861384,0.0734670198947918,0.005397403012221734,5
55,0.09043320289330348,0.07384821371067528,0.005453558668257569,5
56,0.09036432316398148,0.07378347988814923,0.005444001904404922,5
57,0.08965925068684558,0.07320735291333313,0.005359316520577305,5
58,0.09042478918297095,0.0738316467688744,0.005451112064603841,5
59,0.0904865672094182,0.0738862154330379,0.005459172831017288,5
60,0.09030825955041513,0.07373711027518738,0.005437161431735145,5
61,0.09036674531099576,0.07379082337185414,0.005445085613896175,5
62,0.09128859294348134,0.07455547939292545,0.005558519507508931,5
63,0.09103822380328018,0.07435018642547062,0.005527950221502235,5
64,0.08961733824757699,0.07317550266217486,0.00535465418986196,5
65,0.06002649715062196,0.07351714647650387,0.005404770826047726,5
66,0.06001916807255864,0.07350828420820019,0.005403467847233532,5
67,0.09098129688909196,0.07429831146793202,0.0055202390869858375,5
68,0.09091996558490703,0.07424735546488984,0.005512669793529707,5
69,0.09009055754518833,0.07355906075329431,0.005410935418906844,5
70,0.08982484914336748,0.07334197545548223,0.005379045363712557,5
71,0.09042027133088842,0.07383105378988963,0.005451024503725576,5
72,0.09017128247456534,0.07362561550221924,0.005420731258080627,5
73,0.09003785779881604,0.07351596646253258,0.005404597324920215,5
74,0.12025049561990162,0.06016181000194193,0.0036194433827097597,5
75,0.09037565119282728,0.07379314740873447,0.005445428604487214,5
76,0.09050718056090264,0.07390146666298748,0.005461426774940651,5
77,0.09016887273693211,0.07362332260044885,0.005420393630729763,5
78,0.060271058311712956,0.0738167501350857,0.005448912600505675,5
79,0.08980055200608587,0.07332234627153693,0.0053761664627631645,5
80,0.09042994090027678,0.07383792414420906,0.005452039041925971,5
81,0.08914212998274865,0.07280213064936825,0.005300150227087684,5
82,0.09058503710993886,0.07396784383681089,0.005471241921866843,5
83,0.060160421506875304,0.07368150057992204,0.005428963527709052,5
